OutcomeType,SexuponOutcome,AgeuponOutcome,Name,IntakeType,IntakeCondition,AnimalType,AgeuponIntake,Color,Aggressive,Mixed,NumberOfAdmits,Time_Outcomes,Time_Intakes,DayOfWeek_Outcomes,DayOfWeek_Intakes,LengthOfStay,Intactness,Gender
0,0,91.251,0,0,0,0,28,0,0,0,1,04,11,2,6,116640.0,0,0
0,0,152.085,0,0,0,0,30.417,0,0,0,1,08,04,2,4,198720.0,0,0
0,0,152.085,0,0,0,0,30.417,0,0,0,1,08,04,2,4,198720.0,0,0
0,0,60.834,0,0,0,0,30.417,0,0,0,1,09,04,2,6,44640.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,09,06,2,2,10080.0,0,0
0,0,91.251,0,0,0,0,14,0,0,0,1,10,06,2,3,119520.0,0,0
7,7,1095,7,7,7,7,1095,7,7,7,1,12,10,2,2,0.0,7,7
7,7,730,7,7,7,7,730,7,7,7,2,12,11,2,1,2880.0,7,7
7,7,30.417,7,7,7,7,273.75300000000004,7,7,7,1,12,02,2,6,4320.0,7,7
0,0,30.417,0,0,0,0,30.417,0,0,0,1,12,01,2,4,7200.0,0,0
7,7,365,7,7,7,7,365,7,7,7,1,01,12,3,6,7200.0,7,7
5,5,365,5,5,5,5,365,5,5,5,1,01,06,3,2,11520.0,5,5
0,0,212.919,0,0,0,0,21,0,0,0,1,07,02,3,2,293760.0,0,0
7,7,28,7,7,7,7,21,7,7,7,1,07,12,3,4,8640.0,7,7
5,5,365,5,5,5,5,365,5,5,5,3,09,02,3,5,17280.0,5,5
5,5,2920,5,5,5,5,2920,5,5,5,1,10,12,3,2,1440.0,5,5
7,7,182.502,7,7,7,7,182.502,7,7,7,2,12,02,3,5,7200.0,7,7
5,5,730,5,5,5,5,730,5,5,5,1,01,02,5,2,14400.0,5,5
3,3,730,3,3,3,3,730,3,3,3,1,01,02,5,4,11520.0,3,3
5,5,730,5,5,5,5,730,5,5,5,1,01,12,5,0,8640.0,5,5
5,5,1825,5,5,5,5,1825,5,5,5,2,01,01,5,1,5760.0,5,5
0,0,730,0,0,0,0,1825,0,0,0,1,01,09,5,6,1683360.0,0,0
5,5,2190,5,5,5,5,2190,5,5,5,1,02,11,5,5,1440.0,5,5
5,5,730,5,5,5,5,730,5,5,5,4,02,11,5,4,2880.0,5,5
0,0,91.251,0,0,0,0,60.834,0,0,0,1,02,12,5,5,21600.0,0,0
7,7,365,7,7,7,7,365,7,7,7,1,02,12,5,6,10080.0,7,7
7,7,152.085,7,7,7,7,152.085,7,7,7,1,02,11,5,0,8640.0,7,7
7,7,152.085,7,7,7,7,152.085,7,7,7,1,02,11,5,0,8640.0,7,7
0,0,121.668,0,0,0,0,121.668,0,0,0,1,02,11,5,1,17280.0,0,0
7,7,243.336,7,7,7,7,243.336,7,7,7,1,03,11,5,5,1440.0,7,7
0,0,60.834,0,0,0,0,60.834,0,0,0,1,03,11,5,6,10080.0,0,0
5,5,3285,5,5,5,5,3285,5,5,5,2,03,11,5,4,43200.0,5,5
3,3,3285,3,3,3,3,3285,3,3,3,1,03,02,5,5,1440.0,3,3
5,5,730,5,5,5,5,730,5,5,5,1,03,12,5,1,7200.0,5,5
7,7,1095,7,7,7,7,1095,7,7,7,1,03,10,5,4,1440.0,7,7
7,7,1460,7,7,7,7,1460,7,7,7,1,04,01,5,1,7200.0,7,7
5,5,365,5,5,5,5,365,5,5,5,1,04,05,5,4,1440.0,5,5
0,0,2555,0,0,0,0,2555,0,0,0,1,04,03,5,5,190080.0,0,0
3,3,365,3,3,3,3,365,3,3,3,1,04,04,5,6,8640.0,3,3
5,5,243.336,5,5,5,5,243.336,5,5,5,1,04,04,5,1,5760.0,5,5
7,7,1825,7,7,7,7,1825,7,7,7,1,04,12,5,1,17280.0,7,7
0,0,60.834,0,0,0,0,30.417,0,0,0,1,04,03,5,4,12960.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,04,02,5,1,37440.0,0,0
5,5,730,5,5,5,5,730,5,5,5,2,05,02,5,5,1440.0,5,5
5,5,730,5,5,5,5,730,5,5,5,1,05,06,5,0,7200.0,5,5
5,5,365,5,5,5,5,365,5,5,5,1,05,10,5,2,5760.0,5,5
0,0,121.668,0,0,0,0,121.668,0,0,0,1,05,04,5,0,8640.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,05,11,5,6,30240.0,0,0
0,0,182.502,0,0,0,0,182.502,0,0,0,2,05,02,5,1,17280.0,0,0
5,5,730,5,5,5,5,730,5,5,5,2,05,02,5,5,1440.0,5,5
0,0,182.502,0,0,0,0,182.502,0,0,0,1,05,10,5,1,27360.0,0,0
0,0,730,0,0,0,0,730,0,0,0,1,05,03,5,0,18720.0,0,0
0,0,60.834,0,0,0,0,30.417,0,0,0,1,07,12,5,6,10080.0,0,0
0,0,2555,0,0,0,0,2555,0,0,0,1,07,08,5,1,46080.0,0,0
7,7,121.668,7,7,7,7,121.668,7,7,7,1,11,01,5,6,8640.0,7,7
7,7,2555,7,7,7,7,2555,7,7,7,1,11,06,5,1,5760.0,7,7
7,7,2555,7,7,7,7,2555,7,7,7,1,11,06,5,1,5760.0,7,7
5,5,365,5,5,5,5,365,5,5,5,1,11,10,5,2,15840.0,5,5
0,0,1095,0,0,0,0,1095,0,0,0,1,11,12,5,1,25920.0,0,0
0,0,3285,0,0,0,0,3285,0,0,0,5,11,11,5,5,28800.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,12,03,5,3,12960.0,0,0
0,0,730,0,0,0,0,730,0,0,0,2,12,07,5,4,2880.0,0,0
7,7,730,7,7,7,7,730,7,7,7,1,01,02,6,1,118080.0,7,7
0,0,212.919,0,0,0,0,212.919,0,0,0,1,02,01,6,1,18720.0,0,0
7,7,730,7,7,7,7,730,7,7,7,1,02,01,6,0,10080.0,7,7
7,7,1095,7,7,7,7,1095,7,7,7,1,02,11,6,1,8640.0,7,7
0,0,365,0,0,0,0,212.919,0,0,0,1,02,02,6,3,236160.0,0,0
7,7,2555,7,7,7,7,2555,7,7,7,1,02,04,6,3,14400.0,7,7
0,0,1825,0,0,0,0,1825,0,0,0,2,02,04,6,0,41760.0,0,0
0,0,212.919,0,0,0,0,212.919,0,0,0,2,02,12,6,2,7200.0,0,0
0,0,273.75300000000004,0,0,0,0,243.336,0,0,0,1,03,01,6,4,34560.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,03,12,6,4,95040.0,0,0
0,0,152.085,0,0,0,0,152.085,0,0,0,1,03,03,6,5,12960.0,0,0
7,7,21,7,7,7,7,21,7,7,7,1,03,12,6,6,1440.0,7,7
7,7,21,7,7,7,7,21,7,7,7,1,03,12,6,6,1440.0,7,7
0,0,1095,0,0,0,0,1095,0,0,0,2,03,10,6,6,92160.0,0,0
7,7,1095,7,7,7,7,1095,7,7,7,1,03,01,6,1,38880.0,7,7
7,7,730,7,7,7,7,730,7,7,7,1,03,11,6,1,18720.0,7,7
7,7,730,7,7,7,7,365,7,7,7,2,03,02,6,4,14400.0,7,7
5,5,2555,5,5,5,5,2555,5,5,5,1,04,02,6,6,1440.0,5,5
5,5,365,5,5,5,5,365,5,5,5,2,04,02,6,3,5760.0,5,5
5,5,365,5,5,5,5,365,5,5,5,2,04,03,6,2,23040.0,5,5
0,0,243.336,0,0,0,0,243.336,0,0,0,1,04,05,6,4,23040.0,0,0
3,3,730,3,3,3,3,730,3,3,3,1,04,11,6,1,149760.0,3,3
0,0,365,0,0,0,0,365,0,0,0,3,04,11,6,1,119520.0,0,0
5,5,1825,5,5,5,5,1825,5,5,5,3,04,04,6,6,1440.0,5,5
0,0,365,0,0,0,0,365,0,0,0,1,05,05,6,1,168480.0,0,0
5,5,30.417,5,5,5,5,273.75300000000004,5,5,5,1,05,04,6,4,4320.0,5,5
0,0,60.834,0,0,0,0,30.417,0,0,0,1,05,03,6,2,7200.0,0,0
0,0,182.502,0,0,0,0,182.502,0,0,0,1,05,02,6,6,11520.0,0,0
0,0,1825,0,0,0,0,1825,0,0,0,1,05,01,6,3,156960.0,0,0
0,0,182.502,0,0,0,0,182.502,0,0,0,1,05,11,6,3,36000.0,0,0
5,5,365,5,5,5,5,365,5,5,5,1,05,09,6,5,2880.0,5,5
0,0,60.834,0,0,0,0,30.417,0,0,0,1,05,11,6,2,47520.0,0,0
7,7,730,7,7,7,7,730,7,7,7,1,06,05,6,1,28800.0,7,7
0,0,365,0,0,0,0,365,0,0,0,1,06,01,6,1,8640.0,0,0
0,0,30.417,0,0,0,0,7,0,0,0,1,06,05,6,0,70560.0,0,0
0,0,60.834,0,0,0,0,30.417,0,0,0,1,06,05,6,4,44640.0,0,0
0,0,60.834,0,0,0,0,30.417,0,0,0,1,06,05,6,4,44640.0,0,0
0,0,1095,0,0,0,0,730,0,0,0,1,06,03,6,2,319680.0,0,0
0,0,60.834,0,0,0,0,30.417,0,0,0,1,06,05,6,3,36000.0,0,0
5,5,1095,5,5,5,5,1095,5,5,5,1,06,01,6,4,4320.0,5,5
5,5,365,5,5,5,5,365,5,5,5,1,06,04,6,5,2880.0,5,5
0,0,30.417,0,0,0,0,7,0,0,0,1,06,05,6,0,70560.0,0,0
0,0,60.834,0,0,0,0,30.417,0,0,0,1,06,05,6,4,44640.0,0,0
0,0,30.417,0,0,0,0,7,0,0,0,1,06,05,6,0,70560.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,07,05,6,6,11520.0,0,0
7,7,182.502,7,7,7,7,182.502,7,7,7,1,09,12,6,5,1440.0,7,7
5,5,1825,5,5,5,5,1825,5,5,5,1,09,05,6,2,5760.0,5,5
5,5,730,5,5,5,5,730,5,5,5,1,11,05,6,5,1440.0,5,5
0,0,365,0,0,0,0,365,0,0,0,3,11,05,6,2,4320.0,0,0
7,7,365,7,7,7,7,365,7,7,7,1,11,03,6,4,63360.0,7,7
5,5,1095,5,5,5,5,1095,5,5,5,1,12,12,6,3,14400.0,5,5
1,1,14,1,1,1,1,14,1,1,1,1,12,11,6,5,2880.0,1,1
0,0,1460,0,0,0,0,1460,0,0,0,1,12,03,6,6,30240.0,0,0
7,7,1460,7,7,7,7,1460,7,7,7,1,12,11,6,6,282240.0,7,7
0,0,243.336,0,0,0,0,28,0,0,0,1,12,03,6,2,328320.0,0,0
7,7,1095,7,7,7,7,1095,7,7,7,2,12,12,6,3,96480.0,7,7
5,5,2920,5,5,5,5,2920,5,5,5,1,12,11,6,6,1440.0,5,5
7,7,365,7,7,7,7,365,7,7,7,1,01,03,0,5,2880.0,7,7
7,7,182.502,7,7,7,7,182.502,7,7,7,1,01,10,0,3,27360.0,7,7
7,7,91.251,7,7,7,7,60.834,7,7,7,1,01,11,0,5,43200.0,7,7
7,7,30.417,7,7,7,7,28,7,7,7,1,01,07,0,0,41760.0,7,7
7,7,30.417,7,7,7,7,21,7,7,7,1,02,01,0,5,34560.0,7,7
0,0,1095,0,0,0,0,1095,0,0,0,2,02,12,0,6,12960.0,0,0
7,7,30.417,7,7,7,7,21,7,7,7,1,02,01,0,5,34560.0,7,7
7,7,30.417,7,7,7,7,21,7,7,7,1,02,01,0,5,34560.0,7,7
7,7,365,7,7,7,7,365,7,7,7,1,02,11,0,2,38880.0,7,7
7,7,365,7,7,7,7,30.417,7,7,7,1,02,04,0,6,11520.0,7,7
0,0,60.834,0,0,0,0,30.417,0,0,0,1,04,05,0,5,23040.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,04,10,0,1,120960.0,0,0
5,5,1095,5,5,5,5,1095,5,5,5,1,04,07,0,6,1440.0,5,5
0,0,91.251,0,0,0,0,91.251,0,0,0,1,05,01,0,2,8640.0,0,0
5,5,1460,5,5,5,5,1460,5,5,5,1,05,01,0,3,17280.0,5,5
0,0,730,0,0,0,0,730,0,0,0,1,05,12,0,4,46080.0,0,0
5,5,3285,5,5,5,5,3285,5,5,5,1,05,12,0,0,1440.0,5,5
0,0,60.834,0,0,0,0,28,0,0,0,1,05,01,0,6,73440.0,0,0
0,0,60.834,0,0,0,0,30.417,0,0,0,1,05,05,0,3,37440.0,0,0
0,0,60.834,0,0,0,0,60.834,0,0,0,1,06,12,0,4,15840.0,0,0
5,5,730,5,5,5,5,730,5,5,5,1,06,12,0,4,5760.0,5,5
0,0,365,0,0,0,0,365,0,0,0,1,06,04,0,2,8640.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,06,03,0,2,99360.0,0,0
0,0,1095,0,0,0,0,1095,0,0,0,1,06,12,0,5,74880.0,0,0
5,5,152.085,5,5,5,5,152.085,5,5,5,1,06,04,0,5,4320.0,5,5
0,0,91.251,0,0,0,0,60.834,0,0,0,1,06,04,0,0,51840.0,0,0
5,5,1095,5,5,5,5,1095,5,5,5,1,06,11,0,6,2880.0,5,5
0,0,60.834,0,0,0,0,21,0,0,0,1,06,08,0,6,83520.0,0,0
5,5,1825,5,5,5,5,1825,5,5,5,1,06,11,0,0,1440.0,5,5
0,0,91.251,0,0,0,0,30.417,0,0,0,1,06,12,0,3,67680.0,0,0
0,0,1825,0,0,0,0,1825,0,0,0,1,07,12,0,0,72000.0,0,0
0,0,730,0,0,0,0,730,0,0,0,1,07,01,0,2,8640.0,0,0
0,0,1095,0,0,0,0,1095,0,0,0,1,08,01,0,4,14400.0,0,0
0,0,121.668,0,0,0,0,91.251,0,0,0,1,09,09,0,3,37440.0,0,0
0,0,730,0,0,0,0,730,0,0,0,1,09,05,0,2,8640.0,0,0
0,0,1095,0,0,0,0,1095,0,0,0,2,11,11,0,3,5760.0,0,0
0,0,2555,0,0,0,0,2190,0,0,0,1,11,11,0,1,38880.0,0,0
7,7,365,7,7,7,7,365,7,7,7,2,12,03,0,6,1440.0,7,7
7,7,2190,7,7,7,7,2190,7,7,7,2,12,01,0,1,8640.0,7,7
7,7,1825,7,7,7,7,1825,7,7,7,1,12,04,0,4,14400.0,7,7
7,7,1460,7,7,7,7,1460,7,7,7,1,12,01,0,0,20160.0,7,7
7,7,2555,7,7,7,7,2555,7,7,7,1,12,03,0,1,8640.0,7,7
7,7,730,7,7,7,7,730,7,7,7,1,12,04,0,4,14400.0,7,7
7,7,1095,7,7,7,7,730,7,7,7,1,12,04,0,3,5760.0,7,7
7,7,1095,7,7,7,7,730,7,7,7,3,12,12,0,1,18720.0,7,7
7,7,730,7,7,7,7,730,7,7,7,1,12,06,0,3,5760.0,7,7
7,7,1825,7,7,7,7,1825,7,7,7,1,12,04,0,1,8640.0,7,7
7,7,1460,7,7,7,7,1460,7,7,7,1,12,04,0,6,1440.0,7,7
7,7,1460,7,7,7,7,1460,7,7,7,1,12,02,0,4,54720.0,7,7
0,0,60.834,0,0,0,0,30.417,0,0,0,1,01,10,2,3,70560.0,0,0
7,7,30.417,7,7,7,7,35,7,7,7,1,01,12,2,0,4320.0,7,7
0,0,60.834,0,0,0,0,60.834,0,0,0,1,01,09,2,4,18720.0,0,0
7,7,91.251,7,7,7,7,91.251,7,7,7,1,01,05,2,1,1440.0,7,7
0,0,182.502,0,0,0,0,152.085,0,0,0,1,02,11,2,1,63360.0,0,0
0,0,60.834,0,0,0,0,30.417,0,0,0,1,02,11,2,6,66240.0,0,0
0,0,243.336,0,0,0,0,243.336,0,0,0,1,02,11,2,3,10080.0,0,0
7,7,365,7,7,7,7,365,7,7,7,1,02,01,2,5,108000.0,7,7
0,0,60.834,0,0,0,0,30.417,0,0,0,1,02,09,2,2,72000.0,0,0
0,0,2190,0,0,0,0,2190,0,0,0,1,02,04,2,3,18720.0,0,0
5,5,730,5,5,5,5,730,5,5,5,1,02,12,2,3,20160.0,5,5
0,0,365,0,0,0,0,365,0,0,0,2,03,11,2,5,7200.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,03,01,2,4,38880.0,0,0
0,0,212.919,0,0,0,0,182.502,0,0,0,1,03,01,2,5,7200.0,0,0
0,0,60.834,0,0,0,0,60.834,0,0,0,1,03,05,2,4,17280.0,0,0
1,1,2555,1,1,1,1,2190,1,1,1,1,03,11,2,4,159840.0,1,1
0,0,243.336,0,0,0,0,243.336,0,0,0,1,03,11,2,5,7200.0,0,0
7,7,21,7,7,7,7,21,7,7,7,1,04,01,2,2,1440.0,7,7
7,7,365,7,7,7,7,365,7,7,7,1,04,06,2,5,15840.0,7,7
7,7,1095,7,7,7,7,1095,7,7,7,1,04,08,2,2,51840.0,7,7
7,7,365,7,7,7,7,365,7,7,7,1,04,12,2,5,27360.0,7,7
0,0,730,0,0,0,0,730,0,0,0,1,04,04,2,5,46080.0,0,0
0,0,60.834,0,0,0,0,60.834,0,0,0,3,04,11,2,2,38880.0,0,0
5,5,2555,5,5,5,5,2555,5,5,5,1,11,07,2,1,1440.0,5,5
7,7,30.417,7,7,7,7,30.417,7,7,7,1,11,08,2,2,1440.0,7,7
5,5,1460,5,5,5,5,1460,5,5,5,2,11,03,2,6,14400.0,5,5
5,5,1460,5,5,5,5,1460,5,5,5,1,11,05,2,0,12960.0,5,5
0,0,365,0,0,0,0,365,0,0,0,1,12,01,2,2,80640.0,0,0
7,7,2555,7,7,7,7,2555,7,7,7,1,12,10,2,0,24480.0,7,7
3,3,2920,3,3,3,3,2920,3,3,3,1,02,02,3,3,1440.0,3,3
5,5,730,5,5,5,5,730,5,5,5,1,02,12,3,3,1440.0,5,5
7,7,30.417,7,7,7,7,21,7,7,7,1,03,05,3,4,28800.0,7,7
5,5,1825,5,5,5,5,1825,5,5,5,1,03,02,3,0,15840.0,5,5
0,0,91.251,0,0,0,0,28,0,0,0,1,08,01,3,0,95040.0,0,0
1,1,30.417,1,1,1,1,28,1,1,1,1,10,11,3,3,30240.0,1,1
5,5,1095,5,5,5,5,1095,5,5,5,2,11,05,3,5,43200.0,5,5
7,7,365,7,7,7,7,365,7,7,7,1,12,03,3,5,7200.0,7,7
0,0,30.417,0,0,0,0,30.417,0,0,0,2,01,01,4,4,10080.0,0,0
0,0,2555,0,0,0,0,1460,0,0,0,1,01,11,4,4,1442880.0,0,0
0,0,60.834,0,0,0,0,60.834,0,0,0,1,01,04,4,4,10080.0,0,0
0,0,30.417,0,0,0,0,30.417,0,0,0,1,01,12,4,3,23040.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,01,06,4,2,164160.0,0,0
0,0,121.668,0,0,0,0,7,0,0,0,1,01,06,4,2,164160.0,0,0
0,0,121.668,0,0,0,0,7,0,0,0,1,01,06,4,2,164160.0,0,0
7,7,2920,7,7,7,7,2920,7,7,7,1,01,10,4,2,4320.0,7,7
7,7,730,7,7,7,7,730,7,7,7,1,01,03,4,2,234720.0,7,7
7,7,273.75300000000004,7,7,7,7,182.502,7,7,7,1,01,04,4,2,103680.0,7,7
7,7,30.417,7,7,7,7,30.417,7,7,7,1,01,12,4,4,1440.0,7,7
0,0,182.502,0,0,0,0,182.502,0,0,0,2,01,12,4,0,7200.0,0,0
0,0,182.502,0,0,0,0,182.502,0,0,0,2,01,12,4,0,7200.0,0,0
0,0,60.834,0,0,0,0,30.417,0,0,0,2,02,11,4,3,12960.0,0,0
0,0,60.834,0,0,0,0,21,0,0,0,1,02,10,4,1,86400.0,0,0
0,0,60.834,0,0,0,0,60.834,0,0,0,1,02,04,4,4,10080.0,0,0
0,0,60.834,0,0,0,0,21,0,0,0,1,02,10,4,1,86400.0,0,0
0,0,91.251,0,0,0,0,30.417,0,0,0,1,02,11,4,1,66240.0,0,0
0,0,60.834,0,0,0,0,30.417,0,0,0,1,03,03,4,2,23040.0,0,0
7,7,1825,7,7,7,7,1825,7,7,7,2,03,09,4,2,2880.0,7,7
0,0,1460,0,0,0,0,1460,0,0,0,4,03,02,4,0,33120.0,0,0
0,0,60.834,0,0,0,0,60.834,0,0,0,1,03,01,4,4,11520.0,0,0
0,0,60.834,0,0,0,0,21,0,0,0,1,03,10,4,1,86400.0,0,0
0,0,243.336,0,0,0,0,243.336,0,0,0,3,03,11,4,2,4320.0,0,0
0,0,365,0,0,0,0,273.75300000000004,0,0,0,3,03,12,4,3,133920.0,0,0
5,5,730,5,5,5,5,730,5,5,5,1,04,02,4,4,1440.0,5,5
5,5,2920,5,5,5,5,2920,5,5,5,1,04,02,4,4,1440.0,5,5
0,0,60.834,0,0,0,0,30.417,0,0,0,1,04,11,4,5,10080.0,0,0
0,0,60.834,0,0,0,0,30.417,0,0,0,1,04,11,4,5,10080.0,0,0
0,0,2920,0,0,0,0,2920,0,0,0,2,04,12,4,0,259200.0,0,0
0,0,212.919,0,0,0,0,60.834,0,0,0,1,05,12,4,1,187200.0,0,0
5,5,730,5,5,5,5,730,5,5,5,1,05,04,4,2,4320.0,5,5
0,0,91.251,0,0,0,0,60.834,0,0,0,1,05,12,4,1,15840.0,0,0
0,0,121.668,0,0,0,0,91.251,0,0,0,1,05,04,4,2,64800.0,0,0
0,0,121.668,0,0,0,0,91.251,0,0,0,1,05,11,4,5,40320.0,0,0
0,0,60.834,0,0,0,0,30.417,0,0,0,1,05,01,4,5,60480.0,0,0
0,0,60.834,0,0,0,0,30.417,0,0,0,1,05,01,4,5,60480.0,0,0
0,0,182.502,0,0,0,0,182.502,0,0,0,1,05,12,4,5,40320.0,0,0
0,0,212.919,0,0,0,0,212.919,0,0,0,2,05,01,4,6,8640.0,0,0
0,0,730,0,0,0,0,730,0,0,0,1,06,03,4,0,77760.0,0,0
0,0,730,0,0,0,0,730,0,0,0,2,06,11,4,4,28800.0,0,0
5,5,730,5,5,5,5,730,5,5,5,1,06,10,4,4,1440.0,5,5
4,4,182.502,4,4,4,4,121.668,4,4,4,1,08,06,4,1,84960.0,4,4
0,0,60.834,0,0,0,0,30.417,0,0,0,1,09,01,4,0,17280.0,0,0
5,5,730,5,5,5,5,730,5,5,5,1,09,10,4,1,4320.0,5,5
0,0,365,0,0,0,0,365,0,0,0,1,09,06,4,4,20160.0,0,0
0,0,365,0,0,0,0,365,0,0,0,2,09,12,4,1,145440.0,0,0
5,5,730,5,5,5,5,730,5,5,5,2,10,04,4,2,2880.0,5,5
0,0,60.834,0,0,0,0,30.417,0,0,0,1,10,05,4,3,61920.0,0,0
0,0,2190,0,0,0,0,1825,0,0,0,1,10,06,4,4,120960.0,0,0
0,0,60.834,0,0,0,0,21,0,0,0,1,10,12,4,6,67680.0,0,0
0,0,212.919,0,0,0,0,212.919,0,0,0,1,10,12,4,3,11520.0,0,0
0,0,212.919,0,0,0,0,212.919,0,0,0,1,10,12,4,3,11520.0,0,0
0,0,60.834,0,0,0,0,60.834,0,0,0,1,10,11,4,6,7200.0,0,0
0,0,60.834,0,0,0,0,60.834,0,0,0,2,10,11,4,6,7200.0,0,0
0,0,30.417,0,0,0,0,273.75300000000004,0,0,0,2,11,11,4,4,51840.0,0,0
0,0,273.75300000000004,0,0,0,0,273.75300000000004,0,0,0,2,11,11,4,6,8640.0,0,0
0,0,60.834,0,0,0,0,60.834,0,0,0,1,12,02,4,0,15840.0,0,0
0,0,1825,0,0,0,0,1825,0,0,0,1,12,04,4,2,234720.0,0,0
0,0,121.668,0,0,0,0,28,0,0,0,1,12,01,4,4,131040.0,0,0
0,0,121.668,0,0,0,0,28,0,0,0,1,12,01,4,4,131040.0,0,0
0,0,1825,0,0,0,0,1825,0,0,0,1,12,02,4,0,15840.0,0,0
5,5,2190,5,5,5,5,2190,5,5,5,4,12,02,4,3,11520.0,5,5
7,7,121.668,7,7,7,7,121.668,7,7,7,1,01,10,6,6,1440.0,7,7
0,0,1095,0,0,0,0,1095,0,0,0,1,01,03,6,3,14400.0,0,0
7,7,2555,7,7,7,7,365,7,7,7,1,01,11,6,5,1408320.0,7,7
0,0,60.834,0,0,0,0,30.417,0,0,0,1,01,11,6,0,20160.0,0,0
0,0,182.502,0,0,0,0,182.502,0,0,0,1,02,05,6,6,10080.0,0,0
0,0,1095,0,0,0,0,1095,0,0,0,1,02,03,6,1,67680.0,0,0
5,5,1095,5,5,5,5,1095,5,5,5,2,02,02,6,5,2880.0,5,5
5,5,365,5,5,5,5,365,5,5,5,2,02,02,6,5,2880.0,5,5
0,0,365,0,0,0,0,3285,0,0,0,1,02,09,6,5,33120.0,0,0
7,7,1095,7,7,7,7,1095,7,7,7,1,03,05,6,2,36000.0,7,7
5,5,30.417,5,5,5,5,30.417,5,5,5,2,03,11,6,3,5760.0,5,5
5,5,30.417,5,5,5,5,273.75300000000004,5,5,5,2,03,11,6,3,5760.0,5,5
0,0,60.834,0,0,0,0,30.417,0,0,0,1,03,03,6,4,14400.0,0,0
0,0,730,0,0,0,0,730,0,0,0,1,03,12,6,6,61920.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,04,11,6,4,34560.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,04,12,6,1,8640.0,0,0
0,0,152.085,0,0,0,0,152.085,0,0,0,1,05,07,6,2,5760.0,0,0
0,0,730,0,0,0,0,730,0,0,0,1,05,02,6,1,8640.0,0,0
0,0,60.834,0,0,0,0,30.417,0,0,0,1,05,01,6,5,43200.0,0,0
0,0,30.417,0,0,0,0,273.75300000000004,0,0,0,2,05,01,6,0,10080.0,0,0
0,0,60.834,0,0,0,0,30.417,0,0,0,2,05,02,6,5,12960.0,0,0
0,0,60.834,0,0,0,0,30.417,0,0,0,1,05,02,6,5,12960.0,0,0
0,0,182.502,0,0,0,0,182.502,0,0,0,1,05,01,6,0,10080.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,05,11,6,0,60480.0,0,0
0,0,60.834,0,0,0,0,60.834,0,0,0,1,06,01,6,0,10080.0,0,0
0,0,60.834,0,0,0,0,60.834,0,0,0,1,06,01,6,0,10080.0,0,0
0,0,60.834,0,0,0,0,30.417,0,0,0,1,06,06,6,2,25920.0,0,0
7,7,730,7,7,7,7,730,7,7,7,1,06,03,6,5,23040.0,7,7
5,5,730,5,5,5,5,730,5,5,5,1,06,06,6,3,4320.0,5,5
5,5,365,5,5,5,5,365,5,5,5,1,06,03,6,6,1440.0,5,5
3,3,152.085,3,3,3,3,152.085,3,3,3,1,07,02,6,6,1440.0,3,3
7,7,212.919,7,7,7,7,212.919,7,7,7,1,11,01,6,2,15840.0,7,7
0,0,30.417,0,0,0,0,30.417,0,0,0,1,11,11,6,0,10080.0,0,0
5,5,730,5,5,5,5,730,5,5,5,1,11,03,6,5,2880.0,5,5
0,0,365,0,0,0,0,365,0,0,0,1,12,06,6,3,14400.0,0,0
7,7,3285,7,7,7,7,3285,7,7,7,2,01,11,0,4,5760.0,7,7
7,7,60.834,7,7,7,7,30.417,7,7,7,1,01,03,0,2,7200.0,7,7
5,5,30.417,5,5,5,5,30.417,5,5,5,1,01,06,0,3,5760.0,5,5
0,0,60.834,0,0,0,0,60.834,0,0,0,1,02,12,0,0,11520.0,0,0
5,5,730,5,5,5,5,730,5,5,5,1,02,05,0,3,15840.0,5,5
0,0,730,0,0,0,0,730,0,0,0,1,02,04,0,0,30240.0,0,0
7,7,730,7,7,7,7,730,7,7,7,2,02,10,0,0,10080.0,7,7
3,3,30.417,3,3,3,3,30.417,3,3,3,1,02,11,0,0,1440.0,3,3
0,0,1095,0,0,0,0,1095,0,0,0,1,03,10,0,2,139680.0,0,0
0,0,365,0,0,0,0,365,0,0,0,2,03,11,0,5,4320.0,0,0
7,7,365,7,7,7,7,365,7,7,7,1,05,11,0,3,7200.0,7,7
5,5,365,5,5,5,5,365,5,5,5,1,05,03,0,6,2880.0,5,5
7,7,30.417,7,7,7,7,30.417,7,7,7,1,05,03,0,6,2880.0,7,7
7,7,30.417,7,7,7,7,30.417,7,7,7,1,05,03,0,6,2880.0,7,7
5,5,2920,5,5,5,5,2555,5,5,5,1,05,12,0,3,7200.0,5,5
5,5,1825,5,5,5,5,1825,5,5,5,1,05,12,0,3,7200.0,5,5
5,5,730,5,5,5,5,730,5,5,5,1,06,04,0,6,2880.0,5,5
